ID,Predictions
20,22.73238095238095
119,22.58
149,24.51
155,24.51
163,24.19
213,22.9
215,22.9
357,22.095
372,24.025
393,18.21238095238095
440,11.45
443,10.96
494,23.09857142857143
526,16.285
611,23.22
642,14.85047619047619
651,12.74
691,11.762380952380951
694,12.666129032258064
695,13.165483870967742
716,30.8
740,35.12428571428571
767,25.632380952380952
783,19.35
791,17.74
842,19.67
848,24.357619047619046
952,18.7
1006,24.143809523809523
1013,23.575714285714287
1015,22.9
1054,16.12
1069,15.312380952380952
1085,14.357619047619046
1088,14.190000000000001
1109,22.747619047619043
1151,16.45
1221,21.839047619047616
1258,20.655238095238094
1291,17.09
1303,15.8
1327,15.48
1360,16.445
1401,22.40714285714286
1419,23.06
1489,22.08238095238095
1493,22.58
1522,23.712857142857143
1590,22.897312186978294
1596,29.659523809523808
1696,17.255
1698,18.583333333333332
1720,22.711904761904762
1725,22.575
1769,10.98047619047619
1777,10.472380952380952
1783,10.96
1852,13.72809523809524
1873,14.35
1877,14.67
1953,15.967619047619047
1957,15.32761904761905
1984,11.61
2003,11.300476190476191
2012,17.9
2059,28.06
2110,16.285
2144,21.677058823529414
2162,23.225
2167,22.9
2169,23.56047619047619
2174,22.415
2179,21.457619047619048
2185,20.8
2188,21.07709677419355
2189,21.18354838709677
2213,20.304761904761904
2223,19.675
2229,19.33476190476191
2302,20.426666666666666
2340,15.159999999999998
2445,16.754761904761907
2466,16.125
2483,20.01060833083608
2529,19.264146341463416
2530,19.108048780487806
2638,23.06
2645,22.58
2671,23.067619047619047
2687,22.9
2728,21.93
2742,21.93
2762,23.54
2780,23.87
2829,22.25
2853,30.614285714285714
2899,15.16
2913,13.869999999999997
2935,12.097619047619048
2943,12.915238095238095
2961,18.227619047619047
2966,20.345714285714287
3015,19.51
3033,15.632380952380954
3046,13.22
3124,24.515
3128,23.545
3146,16.14047619047619
3191,13.514285714285714
3197,12.422857142857142
3209,11.442380952380953
3212,11.442380952380953
3228,23.067619047619047
3232,22.097619047619048
3255,18.06
3281,13.88047619047619
3425,18.38
3468,21.574285714285715
3502,24.022380952380953
3516,22.9
3571,20.32
3581,20.32
3608,24.205238095238094
3612,25.51838709677419
3613,26.144193548387094
3656,19.04047619047619
3734,23.705
3744,22.747619047619043
3758,20.64
3776,18.06
3802,17.415
3812,17.9
3838,19.67
3881,21.77
3899,20.241951219512195
3900,20.16390243902439
3901,20.085853658536585
3942,17.09
3998,23.06
4003,23.22
4021,23.06
4035,22.40714285714286
4050,22.9
4089,21.93
4149,23.54
4177,22.25
4208,22.097619047619048
4227,21.125
4243,17.09
4270,13.067619047619049
4293,11.132857142857144
4330,22.58
4357,21.30047619047619
4377,18.54
4386,17.105238095238093
4402,14.190000000000001
4459,18.583333333333332
4485,23.705
4488,24.556190476190476
4504,14.025
4516,15.64
4552,12.415
4572,11.29
4575,10.8
4584,23.22
4691,18.38
4758,25.002857142857142
4872,23.38
4890,21.117142857142856
4928,20.010476190476194
4991,23.067619047619047
5017,19.228571428571428
5045,16.12
5062,15.480000000000002
5092,12.9
5122,19.35
5130,18.06
5132,17.582857142857144
5208,20.64953092321482
5231,22.033225806451615
5232,22.14677419354839
5246,21.457619047619048
5249,20.645
5258,19.03
5260,18.865
5291,16.10952380952381
5309,15.32
5312,15.32
5431,22.473548387096777
5432,22.36709677419355
5453,22.09
5461,21.930000000000003
5462,21.930000000000003
5467,21.93
5514,23.705
5539,22.58
5547,22.58
5551,22.25
5572,22.25
5577,22.25
5579,21.29160642570281
5581,21.354935064935066
5621,14.51
5638,12.74
5672,16.77
5674,17.22774193548387
5679,18.545
5729,15.31609756097561
5734,14.303548387096773
5737,13.978524590163936
5749,10.96
5768,22.255
5783,22.422857142857143
5872,10.96
5881,21.125
5884,21.125
5903,17.907619047619047
5920,16.45
5943,12.415
5957,14.26056338028169
6033,18.21238095238095
6073,17.29967741935484
6074,17.509354838709676
6081,19.182380952380953
6093,21.285
6137,21.496451612903225
6138,21.39322580645161
6175,20.502857142857142
6262,19.79741935483871
6280,16.92238095238095
6302,15.8
6333,13.873811722312933
6422,16.45
6427,17.105238095238093
6430,17.567142857142855
6446,23.87
6508,17.907619047619047
6541,15.96
56,37.1
67,37.25
97,37.25
166,42.14
194,42.53142857142858
200,42.535
212,42.535
239,39.319047619047616
244,34.18000000000001
256,30.945
281,45.960952380952385
286,43.56
343,28.310000000000006
352,25.668571428571425
391,33.55
405,39.15
424,44.81999999999999
442,48.01238095238095
454,50.97
462,46.4
475,27.64142857142857
511,51.05
517,56.83523809523809
529,51.755
536,50.40761904761904
566,46.30857142857143
599,32.05
617,40.88
659,67.45
727,30.71
732,25.78238095238095
754,36.135571428571424
760,31.032
818,61.98938095238095
822,62.836999999999996
835,58.861999999999995
840,53.662
850,47.587
861,46.482
919,54.617
996,46.80199999999999
1003,46.15319047619048
1011,43.096999999999994
1050,54.76199999999999
1076,45.457
1086,48.062
1095,51.13699999999999
1097,53.56080952380952
1114,33.315
1117,34.89
1136,33.63
1161,57.826190476190476
1183,65.50714285714285
1187,68.91095238095238
1205,67.80000000000001
1210,66.98619047619049
1280,58.103809523809524
1389,31.656190476190478
1433,31.686666666666667
1434,31.633333333333333
1442,31.34
1449,31.58
1486,31.81857142857143
1499,30.79
1550,36.23
1562,36.54142857142857
1568,36.78
1587,36.06619047619048
1602,28.587096774193547
1614,38.165238095238095
1634,38.852380952380955
1646,45.61
1649,46.506190476190476
1772,51.285
1774,51.35354838709678
1775,51.55677419354839
1784,51.27761904761905
1791,54.36
1807,42.40380952380953
1817,32.29
1834,23.433333333333334
1836,22.496190476190478
1851,54.515
1872,53.53380952380953
1896,50.34
1900,51.68
1945,53.839999999999996
1977,66.20380952380953
1992,68.46322580645162
1993,68.31161290322581
2067,34.05641176470588
2081,61.76557142857143
2105,61.696999999999996
2113,64.14699999999999
2120,63.51199999999999
2136,55.471999999999994
2228,69.80319047619048
2245,72.972
2281,50.0550487804878
2312,58.62199999999999
2319,57.126999999999995
2362,52.704619047619055
2374,63.929380952380946
2381,44.14
2413,50.88619047619048
2421,58.44761904761905
2439,66.8
2451,60.585
2458,61.22
2472,58.52857142857143
2478,54.36
2498,52.78142857142858
2533,67.445
2554,65.39619047619047
2625,36.233809523809526
2648,37.57
2674,37.34619047619047
2727,37.25
2743,37.186190476190475
2794,42.06380952380952
2808,42.38
2879,32.29095238095238
2906,44.480000000000004
2912,45.45
2918,47.74
2928,50.88619047619048
2948,47.03
2979,28.58
3045,47.03
3064,51.285
3068,52.31
3074,53.916190476190486
3077,53.71142857142857
3081,52.496190476190485
3086,48.135
3109,28.665
3184,46.555
3370,24.958500000000004
3372,27.648428571428575
3382,35.58938095238096
3387,41.42700000000001
3394,36.047000000000004
3409,61.46557142857142
3441,65.402
3477,53.73319047619047
3484,52.397
3499,54.35461904761905
3511,56.573190476190476
3566,72.44461904761904
3590,72.972
3600,60.63461904761905
3658,60.596999999999994
3663,59.347
3670,59.016999999999996
3717,53.964619047619045
3836,59.33
3852,61.50476190476191
3882,66.25
3907,66.5
3925,72.49
3971,62.795
3986,64.055
3993,36.07380952380952
4044,36.545
4051,36.7
4064,36.39
4096,36.86380952380952
4131,37.739999999999995
4171,41.74619047619047
4184,41.905
4217,12.286666666666667
4245,32.94
4259,38.03999999999999
4290,49.269999999999996
4292,49.71
4345,25.138571428571428
4375,33.67619047619048
4385,34.73
4456,37.645
4464,29.21
4541,44.19
4547,44.480000000000004
4570,52.05238095238095
4574,52.33619047619048
4590,30.451428571428576
4629,54.44
4641,61.295
4713,28.02761904761905
4763,49.67461904761905
4799,62.657000000000004
4813,61.227
4860,52.54938095238095
4888,56.022
4960,60.5122380952381
4994,47.434619047619044
5014,56.128428571428564
5041,54.522000000000006
5046,54.367000000000004
5053,51.60699999999999
5059,47.78319047619048
5082,52.397
5088,62.20319047619047
5110,44.743809523809524
5113,45.580000000000005
5129,49.55761904761905
5150,63.30129032258064
5151,63.96258064516129
5170,65.15
5203,54.91761904761905
5267,66.74
5299,71.85619047619048
5337,58.510000000000005
5356,35.915
5362,35.6
5382,36.465
5401,36.86
5456,36.57
5457,36.36
5519,41.03999999999999
5525,41.745
5605,29.295
5610,25.392380952380954
5625,32.365
5663,32.97238095238095
5667,30.437619047619048
5711,28.04142857142857
5747,46.453809523809525
5814,45.51619047619048
5822,45.04761904761905
5836,38.435
5851,42.9752380952381
5867,48.61096774193548
5868,49.475483870967736
5879,31.290000000000003
5906,47.261428571428574
5928,51.98672131147541
5945,60.3783870967742
5946,60.321612903225805
5960,43.00317073170732
5965,33.38
6025,48.141999999999996
6037,57.033190476190484
6052,53.516999999999996
6101,46.241838709677424
6111,47.84461904761905
6135,49.54506451612904
6136,50.00312903225806
6144,50.177
6158,53.342
6179,62.016999999999996
6185,63.96319047619047
6267,52.711999999999996
6269,51.520809523809525
6291,47.047000000000004
6315,42.147
6336,44.035
6408,54.11000000000001
6465,50.18
6495,59.88
6523,63.66380952380952
6556,55.465
6575,52.47
